,Name,Id,Timestamp,Tweets,Modal
17,Alabama Political Reporter,1356270087020412930,2021-02-01 15:56:01,"b'State Sen. Tim Melson, R-Florence, is bringing back his medical marijuana legislation for 2021.\nhttps://t.co/guke1Z2N9f'",D
18,Alabama Political Reporter,1356269330871316481,2021-02-01 15:53:01,b'The Senate impeachment trial of former President Donald Trump appears to have little chance of conviction after onl\xe2\x80\xa6 https://t.co/jXFWKxIUo8',D
19,Alabama Political Reporter,1356269330590281742,2021-02-01 15:53:01,b'The bill would prohibit law enforcement from using facial recognition as the sole basis to establish probable cause\xe2\x80\xa6 https://t.co/aAS5WNdNfP',D
20,Alabama Political Reporter,1356264801601810439,2021-02-01 15:35:01,b'Alabama Governor Kay Ivey announced on Friday that all of Alabama\xe2\x80\x99s National Guard troops had returned home from th\xe2\x80\xa6 https://t.co/BR3SL4VrKN',D
21,Alabama Political Reporter,1356259516065734663,2021-02-01 15:14:01,"b'Alabama Republican Congressman Gary Palmer and Congressman Ralph Norman, a South Carolina Republican, have introduc\xe2\x80\xa6 https://t.co/6RDxjQsNw8'",D
22,Alabama Political Reporter,1356256999646879748,2021-02-01 15:04:01,"b'Billboards depicting Brooks will go up in Alabama\xe2\x80\x99s 5th Congressional District, urging Brooks to resign. The billbo\xe2\x80\xa6 https://t.co/aBpV8TsHDC'",D
23,Alabama Political Reporter,1355991635679698945,2021-01-31 21:29:33,"b'Groups had called on the bank to stop doing business with CoreCivic, which is set to build two of Alabama\xe2\x80\x99s three n\xe2\x80\xa6 https://t.co/5KjOEGV5o8'",D
24,Alabama Political Reporter,1355980919178461187,2021-01-31 20:46:58,"b'This week The V Team talks about Rep. Brooks seems to be running from the facts, was Tuberville in the room or not\xe2\x80\xa6 https://t.co/Y6voBgJZ5X'",D
25,Alabama Political Reporter,1355521152601497602,2021-01-30 14:20:01,"b'Moore, Carl cosponsor Born Alive Abortion Survivors Protection Act https://t.co/LU4Aq8b0rB'",D
26,Alabama Political Reporter,1355517880276807686,2021-01-30 14:07:01,"b'COVID vaccine is the best bet for pregnant women, UAB expert says https://t.co/Rxhley2wTt'",D
27,Alabama Political Reporter,1355516326194851842,2021-01-30 14:00:51,b'UAB Hospital opening two more drive-thru vaccination sites https://t.co/yYnVoIt2us',D
28,Alabama Political Reporter,1355243849669627905,2021-01-29 19:58:07,b'The Alabama Department of Public Health on Friday announced that beginning Feb. 8 the state will expand COVID-19 va\xe2\x80\xa6 https://t.co/9YhDKI7lXQ',D
29,Alabama Political Reporter,1355195132295966723,2021-01-29 16:44:32,"b'\xe2\x80\x9cOn the better side, we have a vaccine. This vaccine is a godsend. It\xe2\x80\x99s a Christmas miracle. It\xe2\x80\x99s amazing that abou\xe2\x80\xa6 https://t.co/TP3ANO37x7'",D
30,Alabama Political Reporter,1355191980679180293,2021-01-29 16:32:01,"b'""The bottom line is this: Alabama\xe2\x80\x99s Redstone Arsenal represents the ideal home for Space Command,"" Alabama Commerce\xe2\x80\xa6 https://t.co/YleY8ZXVUf'",D
31,Alabama Political Reporter,1355186445217107968,2021-01-29 16:10:01,"b'Mayor Randall Woodfin is among the first candidates endorsed in 2021 by The Collective PAC, a D.C political action\xe2\x80\xa6 https://t.co/OSdttVa14B'",D
32,Alabama Political Reporter,1355184682434965506,2021-01-29 16:03:01,"b'The Department of Commerce estimates the industry will add more than 6,000 jobs in the state in the coming months.\nhttps://t.co/LIS0J8yr7q'",D
33,Alabama Political Reporter,1355182921880109056,2021-01-29 15:56:01,b'HB103 would limit the current powers wielded by the governor and other public officials.\n#alpolitics\nhttps://t.co/76qZIwqFyR',D
34,Alabama Political Reporter,1355182166175608833,2021-01-29 15:53:01,"b'This bill would preserve restrictions until state and federal lockdowns, stay-at-home orders, curfews and the like\xe2\x80\xa6 https://t.co/rPYHC4l97U'",D
35,Alabama Political Reporter,1355182165978447879,2021-01-29 15:53:01,b'The event coincided with the 48th anniversary of the U.S. Supreme Court\xe2\x80\x99s Roe v. Wade decision.\nhttps://t.co/SnmFgkJRIV',D
36,Alabama Political Reporter,1355177644208349186,2021-01-29 15:35:03,b'Republican Congressman Jerry Carl warned that Democratic President Joe Biden\xe2\x80\x99s executive order placing an indefinit\xe2\x80\xa6 https://t.co/FKpJPitEiv',D
37,Alabama Political Reporter,1355172353068687361,2021-01-29 15:14:01,"b'Take Back Our Republic, an organization based in Auburn that aims to educate the public on conservative solutions f\xe2\x80\xa6 https://t.co/TkUHsfXb55'",D
38,Alabama Political Reporter,1355171297999937536,2021-01-29 15:09:49,b'State officials kept the parks open as a safe recreational option during the COVID-19 pandemic. https://t.co/ypATeG9qi1',D
39,Alabama Political Reporter,1354918931115495425,2021-01-28 22:27:01,"b'The five-year project will allocate half of that $1 billion to expansion, and the other half toward network upgrade\xe2\x80\xa6 https://t.co/xd3TUIehN4'",D
40,Alabama Political Reporter,1354865689568407553,2021-01-28 18:55:27,"b'\xe2\x80\x9cThe CDC moratorium helps a lot of people but not everybody,\xe2\x80\x9d one Alabama Arise policy analyst said.\nhttps://t.co/uIfqeAnWl3'",D
41,Alabama Political Reporter,1354827283207512065,2021-01-28 16:22:50,"b'Alabama Governor Kay Ivey on Wednesday toured the devastation following a tornado that hit Fultondale, Alabama, and\xe2\x80\xa6 https://t.co/UeiRNpKnaR'",D
42,Alabama Political Reporter,1354793101177606147,2021-01-28 14:07:00,"b'""Now, there\xe2\x80\x99s at least a decent chance that locking up Trump and other Republicans wasn\xe2\x80\x99t Brown\xe2\x80\x99s intention when he\xe2\x80\xa6 https://t.co/tZdkTXXzv3'",D
43,Alabama Political Reporter,1354791427574816768,2021-01-28 14:00:21,"b'The American Lung Association released its 19th annual \xe2\x80\x9cState of Tobacco Control\xe2\x80\x9d report, which reveals that Alabam\xe2\x80\xa6 https://t.co/3i87Xyv3J1'",D
44,Alabama Political Reporter,1354600074790244354,2021-01-28 01:19:59,"b'David Bossie, Trump\xe2\x80\x99s former deputy campaign manager during the 2016 campaign, told APR on Wednesday that he didn\xe2\x80\x99t\xe2\x80\xa6 https://t.co/YHYghZ9QV7'",D
45,Alabama Political Reporter,1354599666973880320,2021-01-28 01:18:22,b'A variant of COVID-19 first detected in the United Kingdom late last year has been found in three people in Alabama\xe2\x80\xa6 https://t.co/BqYpab9MPg',D
46,Alabama Political Reporter,1354486717881978888,2021-01-27 17:49:33,b'The edits changed the venue of the Jan. 5 meeting from the White House to Trump\xe2\x80\x99s hotel.\nhttps://t.co/TLvqm0tEIn',D
47,Alabama Political Reporter,1354467207271641090,2021-01-27 16:32:01,"b'""If our state values laws above individuals, believes that truth matters most and that the Constitution should be f\xe2\x80\xa6 https://t.co/IM0y9IwjHH'",D
48,Alabama Political Reporter,1354461667493621770,2021-01-27 16:10:00,b'The Alabama Department of Public Health on Tuesday announced plans to hold COVID-19 vaccination clinics in eight So\xe2\x80\xa6 https://t.co/pbl0FRFWqE',D
49,Alabama Political Reporter,1354459906611568641,2021-01-27 16:03:01,b'Alabama Gov. Kay Ivey reached out to Fultondale Mayor Larry Holcomb and Center Point Mayor Bobby Scott following Mo\xe2\x80\xa6 https://t.co/rQ8DTurTDG',D
50,Alabama Political Reporter,1354458147289706504,2021-01-27 15:56:01,"b'Alabama State University has been approved as a COVID-19 vaccine site, and it plans to focus its efforts on ensurin\xe2\x80\xa6 https://t.co/IDXaLhWaZO'",D
51,Alabama Political Reporter,1354457392218591234,2021-01-27 15:53:01,b'The 90-year-old structure and campus administration building will now be known as Angle Hall.\nhttps://t.co/x9lY1gvadP',D
52,Alabama Political Reporter,1354457391908200450,2021-01-27 15:53:01,"b'Continued improvement will depend on federal aid and how the state and its municipalities provide assistance, exper\xe2\x80\xa6 https://t.co/obJckfHF1K'",D
53,Alabama Political Reporter,1354452862768721921,2021-01-27 15:35:01,b'Yellen is the first woman to lead the Treasury in American history and was confirmed by the Senate 84 to 15 with br\xe2\x80\xa6 https://t.co/DVWUtQmlFb',D
54,Alabama Political Reporter,1354447576678936580,2021-01-27 15:14:01,b'The resolution is non-binding but would be sent to the six House Republicans in Alabama\xe2\x80\x99s congressional delegation\xe2\x80\xa6 https://t.co/Abig4kiJnO',D
55,Alabama Political Reporter,1354445061405159432,2021-01-27 15:04:01,b'Trump is the first president in American history to be impeached twice. The Senate impeachment trial will be in Feb\xe2\x80\xa6 https://t.co/6c9YC6VYez',D
56,Alabama Political Reporter,1354443046667096067,2021-01-27 14:56:01,b'GASP and the Southern Environmental Law Center said that the groups have made significant improvements to a consent\xe2\x80\xa6 https://t.co/UYYMXoOHgR',D
57,Alabama Political Reporter,1354439270577147907,2021-01-27 14:41:01,"b'Wednesday is the 16th annual International Holocaust Remembrance Day, a day of international remembrance for the si\xe2\x80\xa6 https://t.co/U5g16ss5IW'",D
58,Alabama Political Reporter,1354437507358851082,2021-01-27 14:34:00,b'The Alabama Republican Party on Tuesday closed its candidate qualifying period for both the Alabama House District\xe2\x80\xa6 https://t.co/jCZjGM0pD7',D
59,Alabama Political Reporter,1354434701214310403,2021-01-27 14:22:51,"b'A photo posted to social media appears to show Tuberville in the hotel\xe2\x80\x99s lobby that day, and a company CEO in a sep\xe2\x80\xa6 https://t.co/dh6QrddyVG'",D
60,Alabama Political Reporter,1354433995321319425,2021-01-27 14:20:03,"b'\xe2\x80\x9cProfessional truck drivers are the eyes and ears of America\xe2\x80\x99s roadways, serving a vital role in ending modern-day\xe2\x80\xa6 https://t.co/1F1oarB4ZF'",D
61,Alabama Political Reporter,1354433686746198017,2021-01-27 14:18:49,b'One prominent Alabama Republican columnist said: \xe2\x80\x9cI do not care to comment on this historically illiterate resoluti\xe2\x80\xa6 https://t.co/rvnayCC0i4',D
62,Alabama Political Reporter,1354430730974224384,2021-01-27 14:07:05,"b'\xe2\x80\x9cThe 10-member class of Republican state senators is a sterling group,"" Steve Flowers writes.\nhttps://t.co/BCFzaU5wiS'",D
63,Alabama Political Reporter,1354225490580676614,2021-01-27 00:31:31,"b'Tuberville, through a spokeswoman Tuesday, told APR that he did not attend a Jan. 5 meeting at the Trump Internatio\xe2\x80\xa6 https://t.co/i2zD9GFiyP'",D
64,Alabama Political Reporter,1354095004445245442,2021-01-26 15:53:01,"b'""If we\xe2\x80\x99re fortunate enough to have a few teachers left when this is all over, thank them. Or, actually, just thank\xe2\x80\xa6 https://t.co/majZsvRNkQ'",D
65,Alabama Political Reporter,1354095004420071426,2021-01-26 15:53:01,b'The Alabama Department of Corrections on Monday announced the deaths of three additional incarcerated people who te\xe2\x80\xa6 https://t.co/YAAH4uI5gx',D
66,Alabama Political Reporter,1354090480389259265,2021-01-26 15:35:02,b'The Huntsville Republican is facing possible censure and even expulsion by the House of Representatives for his obj\xe2\x80\xa6 https://t.co/cUjFUhcMvT',D
67,Alabama Political Reporter,1354085186217107458,2021-01-26 15:14:00,b'The Alabama Farmers Federation was founded in 1921 to provide a voice for farm families.\nhttps://t.co/zGL50S9ZvZ',D
68,Alabama Political Reporter,1354084580287000577,2021-01-26 15:11:36,b'@moon2pachi @spann @jpdice_Fox6 Thank you!',C
69,Alabama Political Reporter,1354083826683805698,2021-01-26 15:08:36,b'@anthonyddodd @spann @jpdice_Fox6 Hi Anthony. Would we be able to use some of these shots on our website (\xe2\x80\xa6 https://t.co/5A6HN25zKU',D
70,Alabama Political Reporter,1354083453336231938,2021-01-26 15:07:07,b'@moon2pachi @spann @jpdice_Fox6 Hi there. Would we be able to use some of these shots on our website (\xe2\x80\xa6 https://t.co/Mek2oATlKe',D
71,Alabama Political Reporter,1354082669148205069,2021-01-26 15:04:00,"b'Ballots could begin being mailed out to workers on Feb. 8, with the vote count to happen by March 30.\nhttps://t.co/R1PJN2oIEu'",D
72,Alabama Political Reporter,1354080659900395521,2021-01-26 14:56:01,"b'Alabama is one of 27 states without adequate legal protections for LGBTQ people, according to a report by the Human\xe2\x80\xa6 https://t.co/s96FMmDH3F'",D
73,Alabama Political Reporter,1354076883722399744,2021-01-26 14:41:01,b'The legislation would require state agencies to notify survivors of sexual assault of afforded rights under state l\xe2\x80\xa6 https://t.co/3fehKB46iD',D
74,Alabama Political Reporter,1354075565934964736,2021-01-26 14:35:47,"b'A tornado touched down in the Fultondale and Center Point areas of Jefferson County late Monday, killing at least o\xe2\x80\xa6 https://t.co/i4C79gEUJV'",D
75,Alabama Political Reporter,1354075120822874116,2021-01-26 14:34:00,"b'ProgressPAC, the official state political action committee of the Business Council of Alabama, has announced the or\xe2\x80\xa6 https://t.co/kkjSg6B84W'",D
76,Alabama Political Reporter,1353836014717034497,2021-01-25 22:43:53,"b'Montgomery Public Schools will return to all-remote learning and teaching on Feb. 1, in response to a rash of teach\xe2\x80\xa6 https://t.co/0E64hPWa7d'",D
77,Alabama Political Reporter,1353714495135363072,2021-01-25 14:41:01,b'\xe2\x80\x9cMPS employees are fearful when entering school facilities and are concerned about their health and safety. It is t\xe2\x80\xa6 https://t.co/lF99ngEQT0',D
78,Alabama Political Reporter,1353712734668513280,2021-01-25 14:34:01,"b'While the changes do stand to help ensure more food aid for those in need, the changes won\xe2\x80\x99t be immediate for most\xe2\x80\xa6 https://t.co/RVqkjvvFAw'",D
79,Alabama Political Reporter,1353709210727575556,2021-01-25 14:20:01,"b'Woodfin will launch his campaign for re-election at a drive-in campaign kickoff event on Saturday, Jan. 30.\nhttps://t.co/WgfYZKdElY'",D
80,Alabama Political Reporter,1353705941028450312,2021-01-25 14:07:01,"b'This year, 44 businesses were chosen as finalists for these prestigious awards.\nhttps://t.co/0ZmzcRbMAc'",D
81,Alabama Political Reporter,1353704362997125121,2021-01-25 14:00:45,"b'Buc-ee\xe2\x80\x99s occupies more than 53,250 square feet and offers 120 fueling positions just outside its store with thousan\xe2\x80\xa6 https://t.co/wFSr7bx5EH'",D
82,Alabama Political Reporter,1353466976996380672,2021-01-24 22:17:28,"b'This week The V Team discusses Pres. Biden\xe2\x80\x99s inauguration, an AL rioter gives reasons, Rep. Brooks may be under inv\xe2\x80\xa6 https://t.co/ADgg1e0NQ0'",D
83,Alabama Political Reporter,1353462262111997952,2021-01-24 21:58:44,b'The Alabama Department of Human Resources has received federal approval to distribute Disaster Supplemental Nutriti\xe2\x80\xa6 https://t.co/If8i0qpxXy',D
84,Alabama Political Reporter,1353124802815520768,2021-01-23 23:37:47,b'Congressman Jerry Carl issued a statement regarding the death of baseball legend and Mobile native Hank Aaron. \xe2\x80\x9cI\xe2\x80\x99m\xe2\x80\xa6 https://t.co/5GDRIu5qIV',D
85,Alabama Political Reporter,1352966062862704646,2021-01-23 13:07:00,b'Automobile Dealers Association of Alabama endorses April Weaver for state Senate https://t.co/hC2L1c45du',D
86,Alabama Political Reporter,1352965811191869440,2021-01-23 13:06:00,b'Shelby: Troy facility awarded $200 million Coast Guard contract https://t.co/Wa18ikg2HZ',D
87,Alabama Political Reporter,1352965562821914628,2021-01-23 13:05:01,b'Governor directs flags be flown at half-staff in honor of Hank Aaron https://t.co/YJpMeEkcaR',D
88,Alabama Political Reporter,1352965308294836225,2021-01-23 13:04:01,b'Birmingham to receive $6.2 million for Emergency Rental Assistance program https://t.co/A34w4ugfef',D
89,Alabama Political Reporter,1352877440473980930,2021-01-23 07:14:51,"b'@lindellgirl @thehill @FBI @washingtonpost @SethAbramson We reported on the robocall, the contents of which include\xe2\x80\xa6 https://t.co/fPMkcVYwrm'",D
90,Alabama Political Reporter,1352870020460773376,2021-01-23 06:45:22,b'@lindellgirl @thehill See also: https://t.co/lRSqWeRtMJ',D
91,Alabama Political Reporter,1352869491106050048,2021-01-23 06:43:16,"b'@lindellgirl @thehill You are mistaken. We did not run an ad from the Rule of Law Defense Fund, especially not one\xe2\x80\xa6 https://t.co/PHQIH57ryF'",D
92,Alabama Political Reporter,1352733406463975424,2021-01-22 21:42:31,b'The U.S. Senate on Friday voted to confirm retired four-star U.S. Army Gen. Lloyd Austin to be the new secretary of\xe2\x80\xa6 https://t.co/o7iypGisgB',D
93,Alabama Political Reporter,1352646207257137157,2021-01-22 15:56:01,"b'At one point last week, just 39 of the state\xe2\x80\x99s approximately 1,600 ICU beds were available. Vaccine supply remains\xe2\x80\xa6 https://t.co/Pgr1zVoF12'",D
94,Alabama Political Reporter,1352645452378869762,2021-01-22 15:53:01,"b'""The only way to stop future Big Lies is to show there are consequences for telling them. This isn\xe2\x80\x99t a matter of fr\xe2\x80\xa6 https://t.co/hlowPrvxmq'",D
95,Alabama Political Reporter,1352645451275759616,2021-01-22 15:53:01,b'Fifty percent of the new claims were related to COVID-19.\nhttps://t.co/OfJtj4YkK2',D
96,Alabama Political Reporter,1352640934299791362,2021-01-22 15:35:04,b'The funeral services for conservative activist Hannah Leigh Ford have been announced. Hannah was an advocate for so\xe2\x80\xa6 https://t.co/eejTkmCEZf',D
97,Alabama Political Reporter,1352635634213679104,2021-01-22 15:14:00,"b'The House voted in favor of the waiver permitting Gen. Lloyd Austin, an Alabama native, to serve as secretary of de\xe2\x80\xa6 https://t.co/OxOteNREK7'",D
98,Alabama Political Reporter,1352633121850732546,2021-01-22 15:04:01,b'The initiative will be led by a council consisting of industry leaders from across Alabama.\nhttps://t.co/T4u8ErVWzQ',D
99,Alabama Political Reporter,1352631106751897600,2021-01-22 14:56:01,b'President Joe Biden\xe2\x80\x99s executive order detailing an ambitious \xe2\x80\x9cwhole-of-government\xe2\x80\x9d approach to racial equity is wel\xe2\x80\xa6 https://t.co/wcsYTLi4UX',D
100,Alabama Political Reporter,1352627331458867200,2021-01-22 14:41:01,b'Biden signed an executive order halting the construction of the controversial border wall between the United States\xe2\x80\xa6 https://t.co/KuxyHZKuZS',D
101,Alabama Political Reporter,1352625569813458953,2021-01-22 14:34:01,b'Paschal is running in the Republican primary for House District 73 in Shelby County.\nhttps://t.co/UkyNNO9n1q',D
102,Alabama Political Reporter,1352340683558944770,2021-01-21 19:41:58,"b'Gov. Kay Ivey on Thursday extended her statewide mask mandate until March 5, but the state\xe2\x80\x99s supply of COVID-19 vac\xe2\x80\xa6 https://t.co/nqTqQkB3FX'",D
103,Alabama Political Reporter,1352292879159468033,2021-01-21 16:32:01,"b'A rendering plant converts packing house waste, kitchen grease and livestock carcasses into industrial fats and oil\xe2\x80\xa6 https://t.co/n1QC1UZhWn'",D
104,Alabama Political Reporter,1352287350987120641,2021-01-21 16:10:03,b'Helena Duncan has been promoted to senior vice president of operations and investor relations. Susan Carothers will\xe2\x80\xa6 https://t.co/MfkUMSRlQZ',D
105,Alabama Political Reporter,1352285588259540993,2021-01-21 16:03:03,b'Ainsworth called for \xe2\x80\x9cconservative states\xe2\x80\x9d such as Alabama to protect citizens\xe2\x80\x99 rights.\nhttps://t.co/mB1OAqNzoc',D
106,Alabama Political Reporter,1352278533150793728,2021-01-21 15:35:01,b'Opinion | Alabama should expand Medicaid to reduce birth defects https://t.co/sVNx6fLHjl',D
107,Alabama Political Reporter,1352273248600338435,2021-01-21 15:14:01,b'Alabama leaders congratulate Biden and Harris on inauguration https://t.co/xmfNx3EBC3',D
108,Alabama Political Reporter,1352270732793962499,2021-01-21 15:04:01,b'Rep. Terri Sewell comments on historic election of Vice President Kamala Harris https://t.co/SJqROBp5e3',D
109,Alabama Political Reporter,1352268720048140291,2021-01-21 14:56:01,b'Alabama 2021 Legislative Report https://t.co/dLxE6kHgtc',D
110,Alabama Political Reporter,1352264943085654022,2021-01-21 14:41:00,"b""Alabama's COVID-19 vaccine supply in question https://t.co/N9DFsn2sFg""",D
111,Alabama Political Reporter,1352263183180902401,2021-01-21 14:34:01,b'A new lawsuit in an old fight for Alabama Democrats https://t.co/cE2Y7rsh0A',D
112,Alabama Political Reporter,1352259668790358018,2021-01-21 14:20:03,b'Auburn Man awaiting pending federal charges for role in Captiol insurrection https://t.co/oyrXaqn5jW',D
113,Alabama Political Reporter,1351924954456092673,2021-01-20 16:10:01,"b'Former Alabama State Rep. Ed Henry, R-Hartselle, was one of many criminals granted a pardon by President Donald Tru\xe2\x80\xa6 https://t.co/wIR8aTXHlH'",D
114,Alabama Political Reporter,1351923192802242560,2021-01-20 16:03:01,b'Jones is in talks with the incoming administration but is considering continuing his work in Congress in the privat\xe2\x80\xa6 https://t.co/tcednCyyCY',D
115,Alabama Political Reporter,1351921431639162881,2021-01-20 15:56:01,"b'\xe2\x80\x9cAs citizens, we all should celebrate this day and wish President Biden and Vice President Harris success beyond me\xe2\x80\xa6 https://t.co/j1EhYHVA5L'",D
116,Alabama Political Reporter,1351920673665462273,2021-01-20 15:53:00,b'\xe2\x80\x9cThe Trump presidency certainly showed us how fragile it all is.\xe2\x80\x9d\nhttps://t.co/U496VAfkhw',D
117,Alabama Political Reporter,1351920673346744324,2021-01-20 15:53:00,"b'\xe2\x80\x9cIt\xe2\x80\x99s a 92 percent increase,\xe2\x80\x9d said Alabama Department of Labor spokeswoman Tara Hutchinson. \xe2\x80\x9cAt this point, I don\xe2\x80\x99t\xe2\x80\xa6 https://t.co/MW4MPAT2ZM'",D
118,Alabama Political Reporter,1351916152503627776,2021-01-20 15:35:02,b'Activists are concerned that Alabama\xe2\x80\x99s gun regulations make it easy for violent extremists to make good on the kind\xe2\x80\xa6 https://t.co/Jl063dFzW8',D
119,Alabama Political Reporter,1351910861036785664,2021-01-20 15:14:01,b'\xe2\x80\x9cThe distribution of vaccines to Alabama will continue to be interrupted until Alabama plays by the rules.\xe2\x80\x9d\nhttps://t.co/6Lkk15TEwG',D
120,Alabama Political Reporter,1351908345800781826,2021-01-20 15:04:01,"b'Robbins said that he will focus on job creation, education and improving vital infrastructure across Alabama.\nhttps://t.co/KlKXohfMCQ'",D
121,Alabama Political Reporter,1351906329942777870,2021-01-20 14:56:00,b'\xe2\x80\x9cIvey and this Legislature did not cause this problem. It has been building up and festering for years.\xe2\x80\x9d\nhttps://t.co/e7KzahvkGV',D
122,Alabama Political Reporter,1351902556801429504,2021-01-20 14:41:01,"b'Houston shared his vision of making Tuscaloosa better through transparency, inclusion, diversity and economic growt\xe2\x80\xa6 https://t.co/AIBACc0zEg'",D
123,Alabama Political Reporter,1351900796183597061,2021-01-20 14:34:01,"b'\xe2\x80\x9cI wish to extend my tour of duty as an elected official where I can best serve my community,\xe2\x80\x9d he said.\nhttps://t.co/mJSaP06vdN'",D
124,Alabama Political Reporter,1351571624307404801,2021-01-19 16:46:00,"b'Dr. Karen Landers said earlier plans for an online registration portal didn\xe2\x80\x99t come to fruition, but it could be onl\xe2\x80\xa6 https://t.co/Q5GwZOpdti'",D
125,Alabama Political Reporter,1351571392827940864,2021-01-19 16:45:05,"b'The Limestone County Sheriff\xe2\x80\x99s Office raided two illegal gambling operations in Tanner, seizing 63 machines, more t\xe2\x80\xa6 https://t.co/i7NzB4gULW'",D
126,Alabama Political Reporter,1351568103738646530,2021-01-19 16:32:01,"b'Alabama State Sen. Malika Sanders-Fortier, D-Selma, announced on Monday that she will sponsor legislation that give\xe2\x80\xa6 https://t.co/XpNaPDX9h1'",D
127,Alabama Political Reporter,1351562564073828352,2021-01-19 16:10:00,"b'Birmingham Mayor Randall Woodfin discussed civil unrest, economic and neighborhood revitalization, and COVID-19 in\xe2\x80\xa6 https://t.co/zhu3SwDD9U'",D
128,Alabama Political Reporter,1351560804416544768,2021-01-19 16:03:01,"b'Gov. Kay Ivey announced on Monday that Resource Fiber, a national leader in efforts to manufacture commercial bambo\xe2\x80\xa6 https://t.co/dpQ1Mi055K'",D
129,Alabama Political Reporter,1351559043735834625,2021-01-19 15:56:01,b'Alabama Gov. Kay Ivey asked the public to be patient as the state works to improve the distribution of the COVID-19\xe2\x80\xa6 https://t.co/HY5LXSPozS',D
130,Alabama Political Reporter,1351558287205019648,2021-01-19 15:53:01,"b'Speaking to a small group of supporters and media at the live-streamed event, Woods outlined his primary campaign t\xe2\x80\xa6 https://t.co/Wj9o5xVd8d'",D
131,Alabama Political Reporter,1351558286844243974,2021-01-19 15:53:00,b'Ford was well-known within the Alabama Legislature and political circles for her tireless advocacy on behalf of con\xe2\x80\xa6 https://t.co/6lRwR903ke',D
